,cosine_similarity,cosine_similarity,adherence_score,adherence_score
,mean,std,mean,std
layer,,,,
1,0.5442627655963103,0.13684737758720072,0.9533333333333333,0.08947512001360645
2,0.5411021330704292,0.18834239933837765,0.965,0.04720445815349667
3,0.5062940089652935,0.18074852654815515,0.9527083333333333,0.06217050829331597
4,0.5164656930913528,0.19158410278806878,0.9420833333333333,0.0851969159814698
5,0.570952795445919,0.09630530594428222,0.964375,0.05043964322530102
6,0.5842116102576256,0.08387552387709181,0.9587500000000001,0.08521392517351997
7,0.6677322114507357,0.10027718387717151,0.9145833333333333,0.13478579355750936
